,Alley Light Out,Graffiti Removal,Vacant/Abandoned Building
10/01/2011,53.0,108.0,15.0
12/27/2012,49.0,424.0,15.0
06/04/2011,44.0,152.0,15.0
04/03/2011,68.0,152.0,15.0
12/02/2013,69.0,524.0,15.0
07/18/2017,90.0,505.0,15.0
09/28/2016,166.0,452.0,15.0
10/05/2017,84.0,604.0,15.0
07/11/2014,74.0,356.0,15.0
04/09/2011,55.0,157.0,15.0
03/25/2015,94.0,697.0,15.0
10/07/2013,69.0,545.0,15.0
12/28/2010,28.0,98.0,15.0
04/03/2014,71.0,663.0,15.0
10/13/2016,139.0,351.0,15.0
03/24/2014,88.0,642.0,15.0
02/10/2015,62.0,436.0,15.0
03/11/2012,25.0,241.0,15.0
11/19/2014,51.0,396.0,15.0
07/01/2010,,2.0,15.0
06/03/2012,10.0,102.0,15.0
05/01/2015,107.0,460.0,15.0
09/27/2016,142.0,471.0,15.0
04/20/2010,,,15.0
03/23/2010,,,15.0
10/04/2016,129.0,599.0,15.0
10/01/2014,79.0,516.0,15.0
09/15/2014,119.0,268.0,15.0
11/20/2015,132.0,585.0,15.0
06/17/2012,14.0,105.0,15.0
06/08/2017,74.0,109.0,15.0
03/18/2010,,,15.0
03/20/2015,86.0,479.0,15.0
03/09/2016,141.0,402.0,15.0
05/02/2014,73.0,486.0,15.0
03/27/2015,61.0,409.0,15.0
03/13/2011,93.0,199.0,15.0
10/19/2015,127.0,520.0,15.0
10/16/2010,9.0,2.0,15.0
10/22/2015,141.0,497.0,15.0
01/06/2016,150.0,467.0,15.0
02/05/2015,49.0,206.0,15.0
09/09/2015,120.0,458.0,15.0
04/14/2017,71.0,468.0,15.0
03/01/2018,105.0,574.0,15.0
01/05/2016,119.0,343.0,15.0
12/10/2015,119.0,471.0,14.0
12/04/2011,47.0,67.0,14.0
12/08/2012,9.0,101.0,14.0
10/03/2016,137.0,483.0,14.0
05/01/2017,86.0,341.0,14.0
11/04/2012,35.0,112.0,14.0
04/18/2014,71.0,657.0,14.0
03/04/2013,55.0,198.0,14.0
06/06/2017,134.0,195.0,14.0
06/12/2011,29.0,184.0,14.0
03/04/2012,13.0,176.0,14.0
02/18/2012,34.0,132.0,14.0
05/28/2012,13.0,70.0,14.0
11/26/2013,89.0,684.0,14.0
08/25/2013,18.0,163.0,14.0
04/16/2011,26.0,133.0,14.0
01/20/2013,15.0,134.0,14.0
11/05/2010,18.0,4.0,14.0
09/19/2014,101.0,486.0,14.0
07/20/2017,89.0,155.0,14.0
02/03/2016,139.0,496.0,14.0
04/10/2011,59.0,145.0,14.0
11/05/2011,49.0,144.0,14.0
04/02/2014,63.0,654.0,14.0
11/18/2016,131.0,486.0,14.0
11/28/2017,148.0,497.0,14.0
11/22/2016,125.0,304.0,14.0
07/02/2011,46.0,116.0,14.0
11/07/2017,144.0,331.0,14.0
10/12/2015,83.0,78.0,14.0
01/06/2013,8.0,116.0,14.0
10/08/2011,60.0,77.0,14.0
09/07/2013,25.0,120.0,14.0
10/07/2014,86.0,627.0,14.0
04/02/2015,67.0,300.0,14.0
07/07/2010,,2.0,14.0
04/15/2013,33.0,631.0,14.0
03/16/2018,103.0,275.0,14.0
05/30/2017,128.0,264.0,14.0
08/18/2017,42.0,259.0,14.0
11/09/2016,124.0,640.0,14.0
05/26/2016,71.0,247.0,14.0
03/31/2017,123.0,229.0,14.0
07/25/2017,98.0,236.0,14.0
09/26/2017,102.0,1152.0,14.0
01/18/2017,102.0,412.0,14.0
06/21/2016,123.0,576.0,14.0
04/28/2012,22.0,93.0,14.0
03/10/2017,108.0,409.0,14.0
08/19/2016,154.0,408.0,14.0
08/26/2016,160.0,457.0,14.0
05/16/2014,43.0,406.0,14.0
01/31/2014,50.0,572.0,14.0
03/01/2016,118.0,575.0,14.0
06/24/2010,,,14.0
06/05/2015,75.0,458.0,14.0
10/09/2017,67.0,101.0,14.0
03/01/2017,74.0,390.0,14.0
11/22/2010,28.0,,14.0
09/20/2016,180.0,587.0,14.0
03/30/2018,38.0,380.0,14.0
11/08/2016,114.0,376.0,14.0
12/15/2015,87.0,375.0,14.0
11/18/2013,71.0,465.0,14.0
12/10/2014,60.0,593.0,14.0
03/14/2014,82.0,455.0,14.0
03/13/2014,64.0,563.0,14.0
09/01/2015,125.0,455.0,14.0
01/21/2016,101.0,417.0,14.0
09/05/2011,37.0,85.0,14.0
09/11/2011,55.0,84.0,14.0
03/17/2016,107.0,538.0,14.0
02/11/2012,30.0,96.0,14.0
12/16/2014,64.0,437.0,14.0
05/08/2014,45.0,532.0,14.0
02/26/2016,113.0,531.0,14.0
06/13/2016,112.0,543.0,14.0
02/13/2014,21.0,545.0,14.0
03/31/2010,,,14.0
01/30/2017,134.0,549.0,14.0
01/27/2014,32.0,551.0,14.0
03/08/2018,101.0,426.0,14.0
06/30/2012,12.0,94.0,14.0
04/25/2017,122.0,422.0,14.0
11/24/2015,94.0,420.0,14.0
12/30/2014,80.0,419.0,14.0
11/05/2013,63.0,594.0,14.0
12/13/2017,77.0,600.0,14.0
09/03/2010,1.0,1.0,14.0
04/04/2014,62.0,597.0,14.0
08/10/2017,110.0,602.0,14.0
02/09/2015,67.0,547.0,13.0
10/11/2016,136.0,453.0,13.0
06/27/2017,78.0,256.0,13.0
02/22/2016,162.0,448.0,13.0
02/10/2016,76.0,395.0,13.0
08/17/2016,140.0,579.0,13.0
10/17/2014,95.0,529.0,13.0
05/01/2011,39.0,134.0,13.0
10/19/2016,187.0,640.0,13.0
03/20/2014,69.0,492.0,13.0
10/30/2017,123.0,396.0,13.0
02/20/2018,94.0,731.0,13.0
10/07/2016,120.0,396.0,13.0
12/16/2013,24.0,578.0,13.0
07/31/2017,116.0,234.0,13.0
07/10/2010,,,13.0
09/29/2016,113.0,230.0,13.0
09/17/2015,123.0,396.0,13.0
10/04/2017,102.0,736.0,13.0
02/29/2016,118.0,477.0,13.0
07/03/2015,27.0,79.0,13.0
09/19/2016,132.0,381.0,13.0
11/12/2011,57.0,128.0,13.0
05/06/2015,61.0,590.0,13.0
01/15/2011,18.0,129.0,13.0
04/22/2016,96.0,281.0,13.0
10/26/2015,112.0,476.0,13.0
06/29/2017,89.0,447.0,13.0
10/24/2016,154.0,585.0,13.0
11/22/2013,44.0,585.0,13.0
08/13/2011,50.0,100.0,13.0
01/30/2015,54.0,387.0,13.0
11/17/2016,144.0,461.0,13.0
06/16/2016,89.0,477.0,13.0
02/23/2017,120.0,601.0,13.0
10/08/2014,78.0,583.0,13.0
02/13/2012,80.0,485.0,13.0
01/31/2018,109.0,577.0,13.0
06/15/2013,14.0,109.0,13.0
04/27/2010,,,13.0
09/21/2017,78.0,564.0,13.0
10/20/2014,103.0,707.0,13.0
02/21/2017,162.0,562.0,13.0
01/31/2017,151.0,425.0,13.0
01/22/2014,55.0,424.0,13.0
01/08/2012,36.0,148.0,13.0
12/15/2017,67.0,361.0,13.0
12/19/2013,38.0,559.0,13.0
12/04/2013,52.0,524.0,13.0
05/20/2016,109.0,705.0,13.0
05/28/2011,32.0,149.0,13.0
07/31/2011,59.0,83.0,13.0
03/23/2013,19.0,101.0,13.0
04/08/2015,50.0,558.0,13.0
03/22/2016,123.0,453.0,13.0
01/30/2018,102.0,557.0,13.0
03/12/2010,,,13.0
09/11/2017,92.0,598.0,13.0
08/04/2017,59.0,497.0,13.0
04/20/2017,82.0,363.0,13.0
11/05/2014,108.0,715.0,13.0
11/24/2010,23.0,8.0,13.0
04/02/2010,,,13.0
07/06/2015,96.0,519.0,13.0
05/04/2015,77.0,611.0,13.0
06/05/2017,145.0,213.0,13.0
11/01/2016,113.0,472.0,13.0
10/04/2013,47.0,495.0,13.0
06/14/2017,78.0,207.0,13.0
07/26/2014,27.0,108.0,13.0
11/10/2015,135.0,611.0,13.0
02/24/2010,,,13.0
05/08/2010,,,13.0
04/07/2015,56.0,346.0,13.0
08/12/2012,21.0,141.0,13.0
03/14/2016,147.0,410.0,13.0
02/06/2017,110.0,567.0,13.0
10/31/2014,73.0,499.0,13.0
02/19/2016,140.0,360.0,13.0
03/27/2018,137.0,474.0,13.0
07/14/2016,103.0,367.0,13.0
03/05/2015,62.0,822.0,13.0
04/28/2016,82.0,513.0,13.0
09/30/2016,114.0,328.0,13.0
08/12/2014,76.0,304.0,13.0
01/21/2013,16.0,114.0,13.0
06/19/2017,89.0,596.0,13.0
07/02/2010,,1.0,13.0
03/10/2015,118.0,330.0,13.0
08/08/2014,82.0,442.0,13.0
07/26/2016,109.0,466.0,13.0
03/16/2017,78.0,374.0,13.0
08/22/2010,,1.0,13.0
05/28/2016,37.0,65.0,13.0
09/25/2017,109.0,1226.0,13.0
08/31/2017,54.0,509.0,13.0
06/23/2017,86.0,379.0,13.0
12/15/2014,57.0,368.0,13.0
04/18/2013,19.0,467.0,13.0
02/21/2011,260.0,438.0,13.0
03/19/2014,80.0,595.0,13.0
10/09/2011,42.0,88.0,12.0
11/30/2017,119.0,510.0,12.0
10/02/2011,49.0,139.0,12.0
02/02/2016,97.0,484.0,12.0
04/06/2015,62.0,508.0,12.0
03/06/2018,175.0,449.0,12.0
01/28/2015,84.0,326.0,12.0
05/04/2013,19.0,148.0,12.0
10/14/2012,42.0,78.0,12.0
06/18/2011,53.0,117.0,12.0
03/17/2012,28.0,138.0,12.0
09/03/2011,44.0,89.0,12.0
12/17/2011,40.0,79.0,12.0
12/26/2012,32.0,416.0,12.0
02/08/2016,127.0,478.0,12.0
06/29/2014,31.0,93.0,12.0
03/21/2013,86.0,510.0,12.0
04/08/2012,21.0,94.0,12.0
03/12/2014,45.0,451.0,12.0
07/22/2012,21.0,168.0,12.0
09/06/2014,30.0,61.0,12.0
03/13/2017,109.0,318.0,12.0
10/25/2016,149.0,504.0,12.0
01/02/2012,44.0,116.0,12.0
10/30/2015,111.0,415.0,12.0
07/27/2017,77.0,145.0,12.0
02/27/2013,43.0,414.0,12.0
07/17/2011,37.0,107.0,12.0
12/02/2015,122.0,564.0,12.0
03/21/2018,112.0,599.0,12.0
06/23/2013,19.0,144.0,12.0
04/14/2010,,,12.0
11/29/2016,142.0,566.0,12.0
06/20/2015,34.0,94.0,12.0
04/19/2010,,1.0,12.0
04/24/2017,115.0,480.0,12.0
04/24/2010,,,12.0
02/11/2016,92.0,561.0,12.0
02/13/2017,96.0,428.0,12.0
03/04/2014,84.0,664.0,12.0
09/01/2016,126.0,528.0,12.0
05/08/2015,61.0,567.0,12.0
03/09/2010,,,12.0
10/17/2017,132.0,331.0,12.0
02/23/2018,108.0,568.0,12.0
08/14/2011,52.0,91.0,12.0
06/01/2017,111.0,146.0,12.0
02/22/2018,107.0,359.0,12.0
01/15/2015,68.0,346.0,12.0
01/15/2012,25.0,98.0,12.0
11/02/2016,131.0,532.0,12.0
11/13/2011,48.0,97.0,12.0
05/12/2013,14.0,92.0,12.0
04/11/2017,87.0,438.0,12.0
09/28/2017,67.0,546.0,12.0
03/10/2010,,,12.0
09/05/2017,79.0,357.0,12.0
10/15/2011,50.0,104.0,12.0
02/07/2018,58.0,746.0,12.0
01/05/2013,18.0,132.0,12.0
11/06/2017,137.0,530.0,12.0
07/06/2013,13.0,107.0,12.0
01/27/2016,99.0,499.0,12.0
05/25/2014,21.0,100.0,12.0
03/15/2018,129.0,337.0,12.0
06/14/2010,,4.0,12.0
05/15/2017,81.0,498.0,12.0
12/14/2015,111.0,286.0,12.0
09/22/2016,153.0,704.0,12.0
11/11/2015,104.0,500.0,12.0
04/13/2017,88.0,382.0,12.0
08/12/2016,81.0,492.0,12.0
07/07/2013,11.0,153.0,12.0
03/05/2011,92.0,159.0,12.0
03/09/2017,97.0,302.0,12.0
11/12/2012,41.0,300.0,12.0
04/05/2010,,,12.0
09/11/2010,1.0,1.0,12.0
08/22/2015,35.0,68.0,12.0
03/30/2017,58.0,284.0,12.0
12/01/2014,65.0,786.0,12.0
03/15/2016,110.0,374.0,12.0
03/16/2016,99.0,341.0,12.0
08/07/2011,49.0,89.0,12.0
01/26/2018,98.0,551.0,12.0
09/02/2016,105.0,235.0,12.0
11/29/2017,151.0,518.0,12.0
12/16/2012,9.0,110.0,12.0
04/04/2015,23.0,84.0,12.0
06/27/2015,61.0,50.0,12.0
12/31/2011,19.0,63.0,12.0
11/22/2012,11.0,49.0,12.0
09/22/2012,33.0,135.0,12.0
01/23/2015,76.0,534.0,12.0
10/23/2017,135.0,582.0,12.0
07/04/2013,22.0,72.0,12.0
02/15/2018,67.0,625.0,12.0
09/08/2013,23.0,149.0,12.0
03/17/2017,69.0,250.0,12.0
07/04/2011,33.0,68.0,12.0
07/11/2017,80.0,422.0,12.0
09/06/2010,1.0,,12.0
11/20/2011,32.0,133.0,12.0
03/10/2016,107.0,493.0,12.0
06/09/2012,20.0,88.0,12.0
08/22/2016,154.0,391.0,12.0
07/19/2015,34.0,63.0,11.0
10/11/2010,14.0,5.0,11.0
11/03/2015,214.0,496.0,11.0
11/26/2010,18.0,5.0,11.0
06/10/2015,87.0,452.0,11.0
10/30/2014,77.0,705.0,11.0
03/28/2014,83.0,533.0,11.0
06/06/2014,76.0,351.0,11.0
12/02/2016,124.0,440.0,11.0
05/09/2017,85.0,359.0,11.0
03/24/2015,70.0,444.0,11.0
03/17/2010,,,11.0
06/13/2015,19.0,44.0,11.0
06/05/2011,49.0,133.0,11.0
03/11/2017,34.0,41.0,11.0
07/12/2015,25.0,69.0,11.0
06/16/2012,8.0,131.0,11.0
03/25/2012,18.0,130.0,11.0
01/27/2013,6.0,130.0,11.0
12/16/2010,27.0,23.0,11.0
02/24/2016,105.0,432.0,11.0
07/22/2015,76.0,539.0,11.0
11/19/2011,55.0,86.0,11.0
05/20/2012,11.0,129.0,11.0
03/19/2010,,,11.0
03/24/2016,80.0,487.0,11.0
12/18/2010,8.0,18.0,11.0
01/22/2011,12.0,127.0,11.0
08/30/2016,138.0,445.0,11.0
08/05/2012,19.0,135.0,11.0
12/08/2014,64.0,440.0,11.0
08/19/2017,21.0,52.0,11.0
06/23/2012,26.0,108.0,11.0
04/10/2013,39.0,482.0,11.0
05/26/2014,39.0,97.0,11.0
04/26/2010,,,11.0
03/04/2016,119.0,357.0,11.0
01/29/2011,11.0,141.0,11.0
03/25/2014,100.0,549.0,11.0
11/21/2017,124.0,429.0,11.0
05/22/2010,,,11.0
03/04/2015,47.0,779.0,11.0
01/09/2011,27.0,111.0,11.0
09/18/2016,50.0,67.0,11.0
11/03/2010,22.0,8.0,11.0
03/25/2010,,,11.0
08/07/2016,45.0,54.0,11.0
10/16/2011,33.0,109.0,11.0
05/01/2010,,,11.0
01/25/2018,110.0,610.0,11.0
02/06/2014,29.0,506.0,11.0
02/04/2011,276.0,270.0,11.0
10/06/2017,62.0,265.0,11.0
10/01/2015,120.0,463.0,11.0
05/27/2013,11.0,99.0,11.0
05/13/2012,17.0,82.0,11.0
10/10/2014,82.0,649.0,11.0
02/10/2014,33.0,364.0,11.0
08/25/2017,70.0,200.0,11.0
08/18/2012,26.0,197.0,11.0
01/10/2018,86.0,503.0,11.0
11/11/2013,31.0,191.0,11.0
04/21/2012,15.0,157.0,11.0
11/11/2012,22.0,103.0,11.0
04/15/2010,,,11.0
07/04/2012,17.0,80.0,11.0
02/04/2012,32.0,187.0,11.0
05/25/2017,68.0,471.0,11.0
06/28/2017,98.0,575.0,11.0
04/28/2013,20.0,184.0,11.0
01/03/2017,114.0,511.0,11.0
05/23/2015,33.0,76.0,11.0
06/16/2017,83.0,464.0,11.0
02/11/2015,75.0,255.0,11.0
11/17/2012,31.0,79.0,11.0
12/23/2014,57.0,500.0,11.0
09/20/2017,86.0,580.0,11.0
02/25/2015,56.0,400.0,11.0
06/22/2017,102.0,215.0,11.0
10/26/2016,139.0,459.0,11.0
01/28/2016,116.0,477.0,11.0
11/15/2017,121.0,622.0,11.0
11/10/2016,139.0,223.0,11.0
08/16/2017,83.0,401.0,11.0
06/25/2010,,,11.0
12/04/2010,8.0,1.0,11.0
06/02/2012,16.0,99.0,11.0
07/18/2010,,,11.0
08/29/2017,72.0,367.0,11.0
06/16/2010,,,11.0
03/11/2015,101.0,166.0,11.0
09/12/2017,89.0,558.0,11.0
06/11/2011,42.0,165.0,11.0
03/18/2016,90.0,418.0,11.0
08/07/2010,,,11.0
10/13/2014,56.0,107.0,11.0
10/25/2014,31.0,70.0,11.0
03/06/2014,80.0,693.0,11.0
10/28/2014,101.0,474.0,11.0
07/11/2015,39.0,88.0,11.0
05/17/2015,27.0,88.0,11.0
11/03/2012,20.0,100.0,11.0
10/18/2017,115.0,631.0,11.0
03/05/2014,59.0,614.0,11.0
03/03/2010,,1.0,11.0
03/05/2010,,,11.0
12/02/2014,65.0,455.0,11.0
10/19/2017,129.0,561.0,11.0
08/24/2017,101.0,280.0,11.0
10/17/2013,56.0,590.0,11.0
01/18/2018,87.0,473.0,11.0
06/15/2015,59.0,413.0,11.0
03/10/2012,35.0,174.0,11.0
10/06/2012,26.0,174.0,11.0
04/23/2015,82.0,330.0,11.0
02/13/2015,99.0,563.0,11.0
08/02/2014,54.0,100.0,10.0
09/09/2016,158.0,299.0,10.0
10/11/2017,62.0,469.0,10.0
10/17/2016,127.0,375.0,10.0
02/20/2012,73.0,476.0,10.0
06/01/2013,20.0,100.0,10.0
12/14/2010,41.0,20.0,10.0
08/23/2014,51.0,40.0,10.0
04/12/2010,,,10.0
08/23/2015,38.0,32.0,10.0
08/15/2017,92.0,487.0,10.0
07/18/2015,24.0,37.0,10.0
06/29/2010,,1.0,10.0
11/30/2013,30.0,88.0,10.0
04/24/2011,25.0,56.0,10.0
01/23/2017,129.0,475.0,10.0
11/01/2014,35.0,68.0,10.0
11/19/2015,96.0,338.0,10.0
07/09/2016,37.0,113.0,10.0
10/23/2010,7.0,1.0,10.0
12/03/2014,65.0,489.0,10.0
11/17/2014,48.0,444.0,10.0
12/09/2013,42.0,489.0,10.0
01/02/2011,33.0,86.0,10.0
01/14/2015,45.0,333.0,10.0
10/20/2016,126.0,369.0,10.0
04/16/2014,72.0,440.0,10.0
01/11/2017,105.0,466.0,10.0
05/27/2012,6.0,67.0,10.0
07/28/2013,14.0,116.0,10.0
12/24/2012,36.0,366.0,10.0
11/27/2011,39.0,117.0,10.0
10/24/2017,98.0,326.0,10.0
01/20/2015,86.0,954.0,10.0
01/20/2017,114.0,323.0,10.0
11/01/2015,30.0,56.0,10.0
01/09/2018,85.0,620.0,10.0
10/24/2010,3.0,2.0,10.0
12/16/2016,66.0,439.0,10.0
10/09/2010,5.0,1.0,10.0
05/16/2015,46.0,53.0,10.0
02/15/2017,119.0,439.0,10.0
08/11/2017,74.0,439.0,10.0
05/29/2011,35.0,67.0,10.0
09/12/2010,,1.0,10.0
05/22/2011,33.0,156.0,10.0
09/29/2017,51.0,775.0,10.0
06/28/2010,,2.0,10.0
06/16/2013,12.0,97.0,10.0
04/28/2010,,,10.0
04/21/2017,67.0,287.0,10.0
05/23/2017,96.0,350.0,10.0
03/01/2013,24.0,644.0,10.0
10/25/2017,126.0,404.0,10.0
11/03/2016,102.0,496.0,10.0
03/20/2016,21.0,69.0,10.0
06/10/2014,50.0,548.0,10.0
01/19/2017,105.0,457.0,10.0
12/02/2012,17.0,142.0,10.0
07/24/2011,61.0,98.0,10.0
06/09/2013,20.0,142.0,10.0
03/18/2012,18.0,188.0,10.0
02/18/2016,103.0,412.0,10.0
05/05/2013,21.0,184.0,10.0
10/07/2012,17.0,176.0,10.0
10/02/2017,110.0,707.0,10.0
10/30/2011,36.0,107.0,10.0
11/08/2013,58.0,471.0,10.0
12/01/2015,138.0,523.0,10.0
06/30/2017,63.0,419.0,10.0
01/16/2015,51.0,555.0,10.0
10/12/2017,66.0,420.0,10.0
02/13/2018,68.0,555.0,10.0
02/11/2011,181.0,158.0,10.0
03/26/2014,68.0,694.0,10.0
11/09/2015,131.0,422.0,10.0
04/13/2013,26.0,156.0,10.0
02/03/2010,,,10.0
04/17/2013,40.0,495.0,10.0
04/29/2012,8.0,128.0,10.0
11/06/2010,6.0,,10.0
10/20/2012,35.0,130.0,10.0
09/19/2010,,2.0,10.0
09/06/2017,69.0,432.0,10.0
10/26/2017,139.0,396.0,10.0
04/04/2017,81.0,281.0,10.0
10/30/2010,9.0,2.0,10.0
04/18/2015,47.0,74.0,10.0
10/21/2016,138.0,282.0,10.0
04/29/2014,53.0,435.0,10.0
09/29/2012,24.0,94.0,10.0
12/05/2016,82.0,386.0,10.0
09/23/2014,112.0,546.0,10.0
01/24/2014,43.0,381.0,10.0
01/25/2016,115.0,498.0,10.0
08/28/2010,1.0,,10.0
08/04/2013,17.0,135.0,10.0
06/08/2014,20.0,72.0,10.0
01/07/2016,130.0,498.0,10.0
01/06/2015,52.0,492.0,10.0
09/02/2017,16.0,75.0,9.0
09/24/2011,46.0,79.0,9.0
11/25/2012,21.0,66.0,9.0
07/25/2015,31.0,70.0,9.0
12/20/2010,27.0,70.0,9.0
07/21/2012,21.0,95.0,9.0
04/16/2017,43.0,69.0,9.0
07/19/2014,25.0,71.0,9.0
06/10/2012,15.0,75.0,9.0
12/10/2011,24.0,79.0,9.0
02/18/2017,45.0,65.0,9.0
03/05/2017,44.0,96.0,9.0
10/28/2012,22.0,87.0,9.0
12/27/2010,25.0,88.0,9.0
10/12/2013,23.0,100.0,9.0
09/09/2012,23.0,67.0,9.0
08/26/2017,19.0,82.0,9.0
05/22/2016,39.0,87.0,9.0
06/06/2015,56.0,74.0,9.0
06/11/2016,47.0,68.0,9.0
06/04/2016,42.0,77.0,9.0
03/31/2013,6.0,111.0,9.0
05/06/2012,19.0,103.0,9.0
11/15/2015,41.0,78.0,9.0
12/07/2016,97.0,489.0,9.0
08/08/2017,87.0,608.0,9.0
07/25/2010,,,9.0
12/17/2015,108.0,419.0,9.0
01/23/2018,98.0,412.0,9.0
11/04/2016,119.0,411.0,9.0
02/03/2014,50.0,566.0,9.0
06/17/2010,,,9.0
03/03/2017,118.0,409.0,9.0
02/17/2010,,,9.0
10/31/2017,116.0,396.0,9.0
11/21/2010,7.0,,9.0
12/04/2017,130.0,585.0,9.0
02/09/2017,99.0,380.0,9.0
06/06/2010,,1.0,9.0
02/16/2018,73.0,592.0,9.0
08/22/2017,67.0,318.0,9.0
01/13/2016,101.0,373.0,9.0
11/09/2017,105.0,371.0,9.0
03/22/2017,78.0,370.0,9.0
02/05/2016,116.0,366.0,9.0
12/11/2017,121.0,366.0,9.0
03/09/2018,97.0,489.0,9.0
08/17/2017,80.0,351.0,9.0
01/04/2016,128.0,347.0,9.0
04/01/2015,86.0,344.0,9.0
12/09/2016,101.0,339.0,9.0
08/13/2009,,,9.0
08/30/2017,83.0,617.0,9.0
03/24/2017,122.0,430.0,9.0
03/22/2010,,,9.0
03/24/2010,,,9.0
02/27/2015,38.0,438.0,9.0
11/01/2017,123.0,489.0,9.0
12/19/2014,48.0,488.0,9.0
10/09/2015,98.0,487.0,9.0
01/15/2016,110.0,494.0,9.0
11/16/2017,103.0,478.0,9.0
05/02/2010,,,9.0
12/23/2013,39.0,503.0,9.0
11/07/2016,155.0,469.0,9.0
10/20/2017,95.0,507.0,9.0
04/08/2010,,,9.0
12/01/2016,121.0,513.0,9.0
10/23/2015,125.0,514.0,9.0
02/02/2018,94.0,516.0,9.0
12/23/2015,106.0,460.0,9.0
01/19/2018,80.0,456.0,9.0
07/17/2017,96.0,454.0,9.0
05/09/2010,,,9.0
12/12/2017,100.0,528.0,9.0
11/17/2017,73.0,530.0,9.0
02/27/2018,206.0,533.0,9.0
11/25/2014,45.0,534.0,9.0
10/12/2016,138.0,442.0,9.0
03/26/2010,,,9.0
09/14/2017,76.0,440.0,9.0
10/16/2017,117.0,536.0,9.0
12/29/2015,85.0,326.0,9.0
09/08/2012,26.0,92.0,9.0
07/20/2013,13.0,118.0,9.0
09/27/2017,70.0,772.0,9.0
02/02/2011,34.0,223.0,9.0
05/08/2011,30.0,157.0,9.0
10/13/2017,42.0,643.0,9.0
11/06/2011,40.0,136.0,9.0
03/04/2018,70.0,53.0,9.0
03/24/2013,15.0,120.0,9.0
08/06/2016,38.0,52.0,9.0
06/30/2013,15.0,121.0,9.0
09/08/2017,61.0,247.0,9.0
01/07/2014,22.0,199.0,9.0
12/26/2010,5.0,14.0,9.0
01/17/2011,37.0,177.0,9.0
10/17/2010,7.0,4.0,9.0
11/11/2010,17.0,3.0,9.0
10/03/2010,4.0,4.0,9.0
08/19/2012,21.0,164.0,9.0
05/26/2017,57.0,242.0,9.0
01/07/2015,42.0,247.0,9.0
09/04/2010,,1.0,9.0
09/01/2014,44.0,60.0,9.0
11/22/2017,74.0,307.0,9.0
04/16/2016,27.0,115.0,9.0
09/04/2011,37.0,61.0,9.0
08/08/2010,,1.0,9.0
07/17/2010,,1.0,9.0
06/24/2012,13.0,118.0,9.0
09/01/2017,62.0,122.0,9.0
12/24/2013,10.0,274.0,9.0
01/16/2012,42.0,144.0,9.0
01/11/2018,96.0,633.0,9.0
01/13/2015,48.0,266.0,9.0
02/26/2011,53.0,148.0,9.0
10/03/2017,94.0,265.0,9.0
02/27/2014,113.0,636.0,9.0
05/31/2014,31.0,86.0,8.0
04/03/2010,,,8.0
11/09/2009,,,8.0
07/01/2017,27.0,43.0,8.0
11/07/2010,11.0,1.0,8.0
04/23/2016,26.0,47.0,8.0
03/14/2015,71.0,48.0,8.0
04/12/2014,32.0,92.0,8.0
09/17/2016,61.0,51.0,8.0
03/12/2017,25.0,56.0,8.0
07/20/2014,30.0,57.0,8.0
04/24/2016,27.0,89.0,8.0
10/01/2016,35.0,63.0,8.0
07/26/2015,37.0,63.0,8.0
03/30/2010,,,8.0
05/30/2010,,,8.0
12/24/2010,3.0,7.0,8.0
04/19/2015,19.0,85.0,8.0
08/14/2010,,1.0,8.0
06/14/2014,27.0,76.0,8.0
04/22/2017,50.0,78.0,8.0
11/18/2012,18.0,76.0,8.0
02/26/2017,44.0,66.0,8.0
10/10/2010,4.0,2.0,8.0
10/12/2014,19.0,74.0,8.0
12/07/2014,25.0,72.0,8.0
11/13/2010,8.0,,8.0
03/28/2015,64.0,79.0,8.0
08/21/2010,,,8.0
09/07/2014,30.0,80.0,8.0
01/28/2010,,,8.0
02/10/2010,,,8.0
11/10/2013,17.0,80.0,8.0
02/25/2010,,,8.0
09/28/2009,,,8.0
08/01/2010,,3.0,8.0
03/15/2010,,,8.0
11/14/2010,3.0,1.0,8.0
05/29/2010,,,8.0
04/11/2015,25.0,84.0,8.0
10/02/2010,3.0,4.0,8.0
10/26/2009,,,8.0
09/23/2012,21.0,85.0,8.0
06/12/2016,32.0,63.0,8.0
02/09/2016,95.0,352.0,8.0
01/22/2012,24.0,139.0,8.0
05/19/2012,16.0,139.0,8.0
02/07/2014,35.0,528.0,8.0
08/03/2013,17.0,113.0,8.0
02/10/2013,9.0,115.0,8.0
01/26/2013,6.0,115.0,8.0
03/13/2018,168.0,526.0,8.0
